datetime,headline,summary,url,source,sentiment,confidence
2025-04-01 14:29:00,"Dow's nearly 275-point fall led by losses for shares of Johnson & Johnson, Merck","Dow's nearly 275-point fall led by losses for shares of Johnson & Johnson, Merck",https://finnhub.io/api/news?id=8e6e1a2f58a2d0a1a80bde14e20a8bd4d965f6e8d850f32e0eea68e022b932d7,MarketWatch,neutral,0.9686
2025-04-01 14:27:17,Takeda & Protagonist: Rusfertide Clinical Success Bolsters Investment Returns,"Takeda boosts profit margins with AI-driven growth, FY2024 guidance upgrade, share buyback plan & promising drug launches.",https://finnhub.io/api/news?id=dbb176953bcfea3c836392e3714215f704cd8387fe1385bb52bdfcf24b56350c,SeekingAlpha,negative,0.9516
2025-04-01 14:07:28,Update: Johnson & Johnson Faces Setback as Bankruptcy Court Denies Talc Settlement Plan,(Updates with the recent stock move in the first paragraph.) Johnson & Johnson (JNJ) shares were,https://finnhub.io/api/news?id=07143e06b6b5bc2d09039852daabf6aeff2786aaf5b5a6b00ffd32f61bdefebe,Yahoo,neutral,0.9662
2025-04-01 14:01:19,"Tesla, PVH, Johnson & Johnson: Trending Tickers","Madison Mills and Julie Hyman, joined by Yahoo Finance Senior Reporter Anjalee Khemlani, outline what's driving interest in some of the top trending tickers on Yahoo Finance's platform. Tesla (TSLA) sales in France saw a 37% year-over-year drop as the electric vehicle (EV) pioneer faces headwinds fueled by CEO Elon Musk's involvement in US President Donald Trump's second administration. Conversely, Ford (F) saw US retail sales rise 19% in March, just ahead of Trump's auto tariffs taking effect. PVH (PVH), the parent company of Calvin Klein and Tommy Hilfiger, gained after issuing a positive outlook. Johnson & Johnson (JNJ) stock fell after a judge denied the company's attempt to resolve a talc lawsuit through bankruptcy. To watch more expert insights and analysis on the latest market action, check out more Morning Brief here.",https://finnhub.io/api/news?id=e4904336bcb43ff30ed6f9ea92268be8f6bb605b61b98e0804b6fa4f0c6b1dd4,Yahoo,positive,0.9255
2025-04-01 13:58:00,Johnson & Johnson Stock Falls After Talc Resolution Rejected by Judge. The Problem Won’t Go Away Soon.,A bankruptcy judge in Texas rejected a proposal that would have ended most lawsuits saying the products cause ovarian cancer.,https://finnhub.io/api/news?id=f891611346de6d055bd7710a8268c5a06bbaef9ded93762515613df9d9b29c40,Yahoo,neutral,0.9605
2025-04-01 13:57:04,Johnson & Johnson (JNJ): Among the Best Healthcare Stocks to Buy According to Billionaires,"We recently published a list of 10 Best Healthcare Stocks to Buy According to Billionaires. In this article, we are going to take a look at where Johnson & Johnson (NYSE:JNJ) stands against other best healthcare stocks to invest in. Healthcare stocks experienced a challenging year in 2024, lagging behind high-growth sectors like tech and […]",https://finnhub.io/api/news?id=6f5ed4ab9438d027ab0183e6344272bb946b35aae83578e693052458f25c255e,Yahoo,negative,0.7916
2025-04-01 13:33:48,"Stocks to Watch Tuesday: J&J, Xiaomi, PVH, XPeng",↘️ Johnson & Johnson (JNJ): A judge dismissed J&J's third attempt to resolve its mass talcum powder liabilities through chapter 11 bankruptcy. Shares fell 5% in midday U.S. trading. ↗️ XPeng (XPEV): The Chinese Tesla rival posted a jump in monthly and quarterly sales.,https://finnhub.io/api/news?id=a2aed2aecfb6bd8348854029aece71a73ff1103d5d2c066c88ba9d7d164f135a,Yahoo,positive,0.9272
2025-04-01 13:30:00,J&J's Third Bankruptcy Attempt to End Talc Suits Rejected,J&J fails in its third attempt to settle tens of thousands of lawsuits claiming its talc-based powder caused cancer.,https://finnhub.io/api/news?id=9b059caedc60051847542a70881dd19497a84e1348a4ee6f44e9540d48c7323c,Yahoo,neutral,0.7099
2025-04-01 13:28:00,"Dow drops 100 points on losses in shares of Johnson & Johnson, Merck","Dow drops 100 points on losses in shares of Johnson & Johnson, Merck",https://finnhub.io/api/news?id=eb1dd4ba392c83d929f251858695639e83e0182ceadac3113a5a949f2ca960b8,MarketWatch,neutral,0.9504
2025-04-01 12:26:27,Bankruptcy judge denies J&J settlement plan related to baby powder containing talc,"A U.S. bankruptcy court judge has denied Johnson & Johnson's settlement plan related to baby powder containing talc, providing another setback in the company's efforts to resolve the matter.  This is the third bankruptcy case for a J&J company as it relates to the baby powder issue.  Red River Talc LLC, a J&J subsidiary, was seeking confirmation of a proposed prepackaged Chapter 11 bankruptcy plan that would have been one of the biggest mass tort settlements in history, if approved.",https://finnhub.io/api/news?id=34c7213e6fa3c7057aeda8078d5b3284df38026f0ed1ce455a0f596bc51da03f,Yahoo,neutral,0.8812
2025-04-01 12:05:47,Dogs Of The Dow Chase April's 'Safer' Buy,,https://finnhub.io/api/news?id=2feed9044f044f2d4cb8422e3537e5db1ce869843f4c4367a375d4fa0a997d66,SeekingAlpha,negative,0.7423
2025-04-01 11:44:21,"Nvidia, Other Techs Hurt Dow Jones, But These Names Outperformed In Q1","The overseers of the Dow Jones Industrial Average might regret adding Nvidia to the index.  Since it joined the Dow industrials on Nov. 7, Nvidia stock is down nearly 30%.  Nvidia stock is on track for its worst month since September 2022, when it lost nearly 20%, according to Dow Jones Market Data.",https://finnhub.io/api/news?id=97e400b522bf5e518c45d955870c9c3706affed7b7ff749600e31a67ec75a38d,Yahoo,neutral,0.9196
2025-04-01 11:33:20,J&J stock drops after failed attempt to end talc claims,"Investing.com -- A U.S. bankruptcy judge has dismissed Johnson & Johnson’s third attempt to resolve its widespread talc-related lawsuits through Chapter 11, marking another setback in the company’s efforts to end the litigation.",https://finnhub.io/api/news?id=6290c955fec8e4b0ee146595effbaf62b19f498ddf3f91cd88db203055c82010,Yahoo,neutral,0.9419
2025-04-01 11:28:15,Johnson & Johnson named to Fortune's 2025 America's Most Innovative Companies list,Innovation is a concept that is at the heart of everything Johnson & Johnson does and it's a core part of Our Credo-the mission statement that has guided the company for more than 80 years.Once...,https://finnhub.io/api/news?id=a630f10cbf3b24a056269750fa780843bfb7364a5c923bf8175516750788f0bd,Finnhub,negative,0.6128
2025-04-01 11:27:16,"Trending tickers: Tesla, Moderna, Newsmax, Johnson & Johnson and Travis Perkins",The latest investor updates on stocks that are trending on Tuesday.,https://finnhub.io/api/news?id=37c7aacd6edd990b639e66860f7b4b24fc51b6b6fb7f791287597fcb15bed199,Yahoo,positive,0.9479
2025-04-01 11:11:05,J&J shares tumble as judge rejects $10 billion talc settlement,"It faces lawsuits from more than 60,000 claimants alleging its baby powder and other talc products contained asbestos and caused ovarian cancer.  J&J plans to ""return to the tort system to litigate and defeat these meritless talc claims"", and does not plan to appeal the ruling.",https://finnhub.io/api/news?id=bd5b3e24cdb7d0637be291d21892b333bd5bf2399f91fb532f436b0f173ad6f4,Yahoo,neutral,0.9439
2025-04-01 10:51:00,"Dow's 150-point fall led by losses for Johnson & Johnson, Merck shares","Dow's 150-point fall led by losses for Johnson & Johnson, Merck shares",https://finnhub.io/api/news?id=7e04b62a34c728a42fbd843129a5ecde9a713dd142a87bbafd1a316103631111,MarketWatch,neutral,0.9632
2025-04-01 09:51:07,J&J to fight talc lawsuit in court as Red River bankruptcy plan denied,,https://finnhub.io/api/news?id=10c0978bc2c5e35c9d0bdd8b7bcb9c276b8559304eabf2abcb7b861839ad8e03,Fintel,positive,0.4374
2025-04-01 09:45:00,"Dow's 275-point drop led by losses for Johnson & Johnson, Boeing shares","Dow's 275-point drop led by losses for Johnson & Johnson, Boeing shares",https://finnhub.io/api/news?id=f722a776f2dc3f4e8e8704c3e65a2aaed943aac002f3c401614299af56e38521,MarketWatch,neutral,0.9683
2025-04-01 09:40:19,J&J: stock down after an unfavorable court ruling,"Johnson & Johnson is down over 4%, the day after the US Bankruptcy Court for the Southern District of Texas rejected its proposal to settle litigation involving its Red River Talc subsidiary as part...",https://finnhub.io/api/news?id=23679a0da01b680e6663ccb3e1d1144646fc46514c44cca3432afe83f936e091,Finnhub,neutral,0.9686
2025-04-01 09:30:04,"Federal Judge Rejects Johnson & Johnson Bankruptcy Strategy, Paving Way for Talc Victims to Seek Justice in Trial Courts",Court ruling marks major victory for ovarian cancer patients as legal battle shifts to multidistrict litigation...,https://finnhub.io/api/news?id=6612a5e33a45a92e6e2d53aabf4753d08cf7e3a2afd9d9b582ef37fb1ed974dc,Finnhub,neutral,0.8136
2025-04-01 09:10:52,J&J shares fall after judge rejects $10 billion talc settlement,Shares of Johnson & Johnson fell more than 4% on Tuesday after a U.S. bankruptcy judge rejected its $10 billion proposal to end tens of thousands of lawsuits alleging that its baby powder and other...,https://finnhub.io/api/news?id=71afb34ad078b2c29067a94c0ec20127827a8dbff57ecdbf19b896e01f3d220c,Finnhub,neutral,0.9476
2025-04-01 09:02:00,"These Stocks Are Moving the Most Today: Tesla, XPeng, J&J, PVH, Newsmax, Southwest, and More","These Stocks Are Moving the Most Today: Tesla, XPeng, J&J, PVH, Newsmax, Southwest, and More",https://finnhub.io/api/news?id=0f24aa8598132b91dd7b82c35994adb6b31d0283fbe6d40e341846c7d88d3a3b,MarketWatch,positive,0.8323
2025-04-01 09:01:46,U.S. judge blocks third attempt by Johnson & Johnson to settle talc issue via bankruptcy,Copyright © BusinessAMBE 2023Key takeawaysA federal judge has rejected Johnson & Johnson's third attempt to settle talc claims through bankruptcy proceedings.The judge found that the voting...,https://finnhub.io/api/news?id=12188403fa391d179944683bbb903ce716e3c7a2d615c52142bc459ad91a05c4,Finnhub,neutral,0.7593
2025-04-01 08:15:00,Johnson & Johnson Stock Falls After Latest Talc Resolution Rejected by Judge,Johnson & Johnson Stock Falls After Latest Talc Resolution Rejected by Judge,https://finnhub.io/api/news?id=564ccd4674f2f1c5cedcd96dd31716008d796c8946a5f7e047bc7a8b8affbcb0,MarketWatch,neutral,0.9371
2025-04-01 03:02:00,Johnson & Johnson’s Third Bankruptcy Case for Talc Lawsuits Thrown Out,Bankruptcy judge rejects the healthcare-products company’s third attempt to resolve mass talc lawsuits through chapter 11.,https://finnhub.io/api/news?id=35013039214df297608964d7137db949060feefa5ee048269b007288d5f752f5,Yahoo,neutral,0.8611
2025-04-01 02:20:00,Johnson & Johnson to Return to Tort System to Defeat Meritless Talc Claims,"NEW BRUNSWICK, N.J., April 01, 2025--Today, the U.S. Bankruptcy Court for the Southern District of Texas denied the request by Johnson & Johnson (NYSE: JNJ) (the ""Company"") subsidiary Red River Talc LLC (""Red River"") to confirm its proposed prepackaged bankruptcy plan—notwithstanding that it offered one of the largest settlements ever proposed in a mass tort bankruptcy and was supported by the overwhelming majority of claimants.",https://finnhub.io/api/news?id=7e5cdd1626fa0f4ecb3d2c84451f580f0da805cff163d858bcfbc420acfc6778,Yahoo,negative,0.8344
2025-03-31 16:07:23,Best Dividend Aristocrats For April 2025,"Dividend Aristocrats in 2025 show resilience, outperforming the S&P 500. Click here to read what investors need to know.",https://finnhub.io/api/news?id=8d2f7e6be3053b554cc8ee87405abf96ff95f26b38f72e7f7cdf82cef0d639bd,SeekingAlpha,positive,0.8936
2025-03-31 15:45:08,Are You Looking for a High-Growth Dividend Stock?,"Dividends are one of the best benefits to being a shareholder, but finding a great dividend stock is no easy task. Does Johnson & Johnson (JNJ) have what it takes? Let's find out.",https://finnhub.io/api/news?id=98403681fdba12520898e7dc2dcc91989bc9a8672e720e4b83c8e3f60013e5e9,Yahoo,positive,0.9056
2025-03-31 13:36:35,Johnson & Johnson (JNJ): Among the Best Dividend Aristocrat Stocks with Over 3% Yield,"We recently published a list of the 15 Best Dividend Aristocrat Stocks with Over 3% Yield. In this article, we are going to take a look at where Johnson & Johnson (NYSE:JNJ) stands against other best dividend aristocrats with a high yield. Dividend Aristocrats are the companies that have raised their payouts for 25 consecutive […]",https://finnhub.io/api/news?id=ff66259de9445c9854f6ab35b7f37f54840b209fdeac5ca1e0c8e497056b6424,Yahoo,negative,0.9035
2025-03-31 13:30:00,RDY & Bio-Thera Ink Deal for JNJ's Stelara/Simponi Biosimilar,Dr. Reddy's inks collaboration deal with Bio-Thera to develop and commercialize proposed biosimilar candidates of J&J's Stelara and Simponi in Southeast Asia.,https://finnhub.io/api/news?id=2773ab609e61ad22906a0206ba8fbb465ae5eb55308723b21508b88063cb85c5,Yahoo,positive,0.7695
2025-03-31 13:01:53,1 Healthcare Stock to Target This Week and 2 to Turn Down,"Personal health and wellness is one of the many secular tailwinds for healthcare companies. Despite the rosy long-term prospects, short-term headwinds such as COVID inventory destocking have harmed the industry’s returns - over the past six months, healthcare stocks have collectively shed 11.1%. This drop was worse than the S&P 500’s 4% decline.",https://finnhub.io/api/news?id=70cf00c471c5a3487d6fe002761b6cc0869dd2cd1109a7ecd7768740deb86de0,Yahoo,positive,0.6887
2025-03-30 17:52:13,"Procter & Gamble, Johnson & Johnson Among 10 Companies To Announce Dividend Increases In First Half Of April",Discover predictions for upcoming dividend increases from top companies with long-term growth. Learn which stocks to watch this April.,https://finnhub.io/api/news?id=5503695869030fb0a8e79bf30a7a19ee6be98c31dc0ee9344d42df26b3dffc3b,SeekingAlpha,negative,0.8304
2025-03-30 05:00:00,Eli Lilly Vs. Novo Nordisk: Which Is The Better Bargain For Investors,Eli Lilly and Novo Nordisk occupy leading positions in the obesity and diabetes markets. Find out which is the better bargain for investors.,https://finnhub.io/api/news?id=e065d0a1e1188ee694cc2bc6539fc5b42f511784f8985ea5256abcfe2f272f87,SeekingAlpha,positive,0.7355
2025-03-29 13:54:41,Jim Cramer on Johnson & Johnson (NYSE:JNJ): Their Spinoff Was Ill-Advised,"We recently published a list of Jim Cramer Says Trump’s Tariff Strategy Is Working & Discusses These 11 Stocks. In this article, we are going to take a look at where Johnson & Johnson (NYSE:JNJ) stands against other stocks that Jim Cramer discussed. In a recent appearance on CNBC’s Squawk on the Street, Jim Cramer […]",https://finnhub.io/api/news?id=1e11e09f12f40c631daf42e22e27828d787719019aea571909e7ce4921732ad5,Yahoo,neutral,0.8723
2025-03-29 10:45:00,3 Relatively Safe Stocks to Buy Right Now,"Investing in stocks comes with risks.  David Jagielski (Abbott Laboratories): If you're looking for safety within the healthcare sector, a top name to consider right now is Abbott Laboratories.  For starters, it offers an above-average dividend yield of 1.9% (the S&P 500 average is 1.4%).",https://finnhub.io/api/news?id=0696f08fa85a087be9e7445ffb72a8a52c86bd803ed14dff46351ac52d134873,Yahoo,positive,0.8661
2025-03-29 07:00:00,If I Could Only Choose 5 Dividend Stocks For My Retirement Portfolio,Focus on companies with strong balance sheets and sustainable dividends for retirement. See why these five stocks offer great risk-reward and growth potential.,https://finnhub.io/api/news?id=145e0f7fb23806abc83c98b9296e28c7bfc7eda2a36c9f8088da2a6eb2b96952,SeekingAlpha,positive,0.9502
2025-03-28 19:55:33,Sector Update: Health Care Stocks Softer Late Afternoon,"Health care stocks eased late Friday afternoon, with the NYSE Health Care Index down 0.1% and the He",https://finnhub.io/api/news?id=5f49b028de650a1dfcf36d9f9a966156bcc377d12e1e8a3761f7c168537bee37,Yahoo,neutral,0.8598
2025-03-28 16:40:23,Johnson & Johnson Needs Time To Consolidate (Technical Analysis And Downgrade),Johnson & Johnson's long-term prospects are promising due to strong drug pipeline developments and significant R&D investments. Read what could be next for shares in this healthcare giant.,https://finnhub.io/api/news?id=7ba4c42e0d4508191cc139b945ea1be843422151fc91c492cfc1eb48c86e71af,SeekingAlpha,positive,0.7553
2025-03-28 16:18:39,Johnson & Johnson unit ordered to pay $1.64 billion in HIV drug marketing case,"A federal judge ordered a Johnson & Johnson unit on Friday to pay the U.S. government $1.64 billion after a jury found it liable in a whistleblower lawsuit for illegally promoting the HIV drugs Prezista and Intelence.  U.S. District Judge Zahid Quraishi in Trenton, New Jersey, ordered the drugmaker's Janssen unit to pay $360 million for violating the federal False Claims Act.  He also imposed $1.28 billion in civil fines, or $8,000 for each of 159,574 false claims the jury found were submitted to programs such as Medicare, Medicaid and the AIDS Drug Assistance Program.",https://finnhub.io/api/news?id=6c30fa2046de27bc9bef6c24700301d957d14423255e86be97739552a2225301,Yahoo,neutral,0.9608
2025-03-28 14:41:00,J&J launches energy generator compatible with Ottava robot,Johnson & Johnson said the Dualto energy system’s design allows for up to 46% less footprint than separate generators.,https://finnhub.io/api/news?id=940e05ddbe2132d460fd643f5dd989759cb08384e1450f45ad009fe6552b0298,Yahoo,negative,0.6312
2025-03-28 09:41:30,Johnson & Johnson MedTech to Highlight Latest Advancements in Heart Disease Treatment with Impella at ACC.25,"Danvers - Johnson & Johnson MedTech, the global leader in heart recovery, will feature the latest evidence demonstrating the survival benefit of Impella heart pump technology at the American College...",https://finnhub.io/api/news?id=9f441e27ecd16b80d8d3ce4ef830055df7f9045a481ffd2a79d2d0fd68fe8382,Finnhub,positive,0.5501
2025-03-28 09:11:57,2 Reasons to Like JNJ and 1 to Stay Skeptical,"Since September 2024, Johnson & Johnson has been in a holding pattern, posting a small return of 0.7% while floating around $163.19.",https://finnhub.io/api/news?id=a1db944ed09fb42f65373dc37ed324cb2b299cc262456d49a399c2b0670b23bd,Yahoo,positive,0.8847
2025-03-27 20:47:50,Tracking Cliff Asness' AQR Capital Management 13F Portfolio - Q4 2024 Update,"AQR Capital Management's portfolio grew to $77.63B with top stakes in Apple, Nvidia, Microsoft, Amazon and Alphabet. Read here for a portfolio update.",https://finnhub.io/api/news?id=0f9f76ea1dfc19d71fbc8d6eed19477e768ee0f4440a5d4f249cf95c4ca85f2c,SeekingAlpha,positive,0.9392
2025-03-27 17:21:06,Johnson & Johnson (NYSE:JNJ) Presents Promising Nipocalimab Data At AAN Annual Meeting,"Johnson & Johnson (NYSE:JNJ) experienced an 11% price increase over the last quarter. This movement coincided with several corporate developments, including the presentation of breakthrough research on nipocalimab at the American Academy of Neurology meeting, and the announcement of FDA fast track designations for its treatments. Additionally, the potential acquisition talks of Intra-Cellular Therapies and strong sales figures in Q4 2024 were pivotal in maintaining investor interest. Launches...",https://finnhub.io/api/news?id=b8dcea1b9f069558ff41d6253cc6135d4e44c95e4bf5cf2cd8cb4a6098abfe30,Yahoo,negative,0.9418
2025-03-27 15:50:09,J&J says Rybrevant/Lazcluze outperforms osimertinib OS in Phase 3 study,Johnson & Johnson announced results for the “gold standard endpoint in cancer treatment” of overall survival from the Phase 3 MARIPOSA study. Head-to-head comparison data versus osimertinib showed Rybrevant plus Lazcluze significantly extended OS in the first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer with epidermal growth factor receptor exon 19 deletions or L858R substitution mutations. Median OS is projected to exceed one year beyond the median o,https://finnhub.io/api/news?id=e43793605daa66e2ead114f1a5c374e029595bb1c1e82ee87c22aff57a155397,Yahoo,negative,0.9527
2025-03-27 14:13:04,How Tariffs Are Rocking The 'Bubblegum And Shoestring' Medical Supply Chain,"Tariff uncertainty has cast a pall over medical stocks. Re-shoring is possible, but expensive, leaving them in a ""wait-and-see"" pattern.",https://finnhub.io/api/news?id=6ddb50eb5b3605adb9a4f9ae65a9a63fbfee3e28e700e07ecba34a73a219e00b,Yahoo,positive,0.5075
2025-03-27 13:00:16,Investors Heavily Search Johnson & Johnson (JNJ): Here is What You Need to Know,"Recently, Zacks.com users have been paying close attention to Johnson & Johnson (JNJ). This makes it worthwhile to examine what the stock has in store.",https://finnhub.io/api/news?id=622ab5d7157bd30cd6c271e38d87e54f3890e11bdef99985d7de7e9db86aec0b,Yahoo,positive,0.9438
2025-03-27 12:19:57,J&J’s NSCLC combo projected to extend survival by one year over Tagrisso,The Rybrevant and Lazcluze combination reduced the risk of death by 25% compared to AstraZeneca’s Tagrisso.,https://finnhub.io/api/news?id=eda336580f3a4f707c3c5c15d6ce3edfb8a1f94bdef6c205718751305c07332c,Yahoo,negative,0.9225
2025-03-27 09:25:00,2 Recession-Proof Dividend Stocks to Buy and Hold,Medtronic (NYSE: MDT) and Johnson & Johnson (NYSE: JNJ) are excellent examples along those lines.  Medtronic and Johnson & Johnson provide some of these products and services.  Medtronic is one of the largest medical device companies in the world.,https://finnhub.io/api/news?id=48a8b90dc8e51001b8758d678e78957940831921ceafd37a9be288a32cf221ee,Yahoo,positive,0.8917
2025-03-27 02:10:07,Plaintiffs Double Down On Challenges To PBM Arrangements In Class Action Lawsuits Involving Johnson & Johnson And JPMorganChase,"On March 10, 2024, the plaintiffs filed an amended complaint in a much-followed putative class action lawsuit against Johnson & Johnson alleging that the plan fiduciaries for J&J's group health plan...",https://finnhub.io/api/news?id=39258b36aff3a234bee2e0a9c579aa441f7e8dedee98a1d082d0ff01a22bccf6,Finnhub,neutral,0.9493
2025-03-26 19:40:11,Jim Cramer Highlights Johnson & Johnson (JNJ) as a Rare Winner Amid Market Sell-Off,"We recently published a list of Jim Cramer Focused On These 9 Stocks Recently. In this article, we are going to take a look at where Johnson & Johnson (NYSE:JNJ) stands against other stocks that Jim Cramer discussed recently. Jim Cramer, host of Mad Money, expressed his frustration on March 19 about how investors often […]",https://finnhub.io/api/news?id=d1b87fd9d1607fcb0d7ebfd9c5dfb7bc04f5bd29a4bcf64b01c0fd8aeab54363,Yahoo,negative,0.9385
2025-03-26 18:00:00,"Strategically Building A $100,000 Dividend Portfolio For Attractive Income And Strong Risk-Adjusted Returns",The Dividend Income Accelerator Portfolio focuses on financially healthy companies with strong balance sheets. Check out the recent additions to the portfolio.,https://finnhub.io/api/news?id=ce462cc0e5b7f820a511093e525334e1bca7d2a89963f65cc3b58e557cad4636,SeekingAlpha,negative,0.8397
2025-03-26 16:37:29,Johnson & Johnson Reports Positive Data from Phase 3 Study of Lung Cancer Drug Candidate,Johnson & Johnson (JNJ) said Wednesday that results from a phase 3 trial showed that Rybrevant as a,https://finnhub.io/api/news?id=fff9a4556ed0e684ae8bf06d03fb9d9a07dd44160c30f0e8c2c26f5686009485,Yahoo,negative,0.9434
2025-03-26 15:45:00,RYBREVANT® (amivantamab-vmjw) plus LAZCLUZE™ (lazertinib) outperforms osimertinib with a significant and unprecedented overall survival benefit in patients with EGFR-mutated non-small cell lung cancer,Johnson & Johnson (NYSE:JNJ) today announced results for the gold standard endpoint in cancer treatment of overall survival (OS) from the Phase 3 MARIPOSA study. Head-to-head comparison data versus osimertinib showed RYBREVANT® (amivantamab-vmjw) plus LAZCLUZE™ (lazertinib) significantly extended OS in the first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletions (ex19del) or L858R substi,https://finnhub.io/api/news?id=8338901da52e0f7881b5626f4504fc996e9cdf897d58f656d8d9eb808ae5dfb8,Yahoo,negative,0.9512
2025-03-26 13:40:10,Here's Why Johnson & Johnson (JNJ) is a Strong Value Stock,"Whether you're a value, growth, or momentum investor, finding strong stocks becomes easier with the Zacks Style Scores, a top feature of the Zacks Premium research service.",https://finnhub.io/api/news?id=044da3b2d7cf3fd7d2abd605ab510c43cc86e0f5c03ee0dac248804e732ca3d4,Yahoo,positive,0.7714
2025-03-26 13:37:02,J&J Says Median Overall Survival Not Yet Reached With Projected Improvement Of More Than One Year Versus Osimertinib,Johnson & Johnson: * RYBREVANT® PLUS LAZCLUZE™ OUTPERFORMS OSIMERTINIB WITH A SIGNIFICANT AND UNPRECEDENTEDOVERALL SURVIVAL BENEFIT IN PATIENTS WITH EGFR-MUTATED NON-SMALLCELL...,https://finnhub.io/api/news?id=81a15a55e99dc1f9d1449fd8c8d363db69200415d668a689e6163daa5fb696bc,Finnhub,negative,0.9434
2025-03-26 13:00:05,These 2 Medical Stocks Could Beat Earnings: Why They Should Be on Your Radar,The Zacks Earnings ESP is a great way to find potential earnings surprises. Why investors should take advantage now.,https://finnhub.io/api/news?id=d9865ff417cd6034cf187b07246b2a5bfe33f68604f89ab29403651a4116fcfd,Yahoo,positive,0.764
2025-03-26 12:18:49,Johnson & Johnson MedTech introduces electrosurgical generator,The solution is designed for future compatibility with the company's Ottava Robotic Surgical System.,https://finnhub.io/api/news?id=61740b54647ac30793741d17d1c7ae5a6e4c332a4892573b49159f33e7354618,Yahoo,positive,0.7507
2025-03-26 12:03:00,New nipocalimab data and real-world research at AAN 2025 highlight positive Phase 3 results and commitment to people living with generalized myasthenia gravis (gMG),"Johnson & Johnson (NYSE: JNJ) announced today that 12 abstracts, including two oral presentations, highlighting the Company's innovative autoantibody disease research and the potential of nipocalimab to provide long-term sustained disease control in the treatment of generalized myasthenia gravis (gMG), will be presented at the 2025 American Academy of Neurology (AAN) Annual Meeting from April 5 – 9 in San Diego, California.",https://finnhub.io/api/news?id=166d60ffe3b17a87acfe3371104d36a6f20eececace0cf78ede1695812f52854,Yahoo,negative,0.9245
2025-03-25 09:54:06,Johnson & Johnson : MedTech Launches the DUALTO™ Energy System for Use Across Surgical Treatment Approaches,"New Brunswick, NJ - March 25, 2025 - Johnson & Johnson MedTech, a global leader in surgical technologies and solutions, today announced the launch of the DUALTO™ Energy System, a surgical solution...",https://finnhub.io/api/news?id=8365a9e51b99003ddc01f599d129604bac98a87103556f60b02c1a7973c1aff2,Finnhub,positive,0.5465
